Recency,Frequency,Monetary,Cluster,Segment
8,2,423.36,0,Regular
59,4,1309.14,0,Regular
57,2,867.11,0,Regular
73,4,684.4200000000001,0,Regular
52,1,307.78,0,Regular
317,1,249.0,1,Occasional
367,1,289.35,1,Occasional
29,4,6287.77,0,Regular
39,1,656.25,0,Regular
18,5,1880.22,0,Regular
52,6,3506.54,0,Regular
4,33,14589.04,3,High-Value
22,2,618.09,0,Regular
263,1,517.55,1,Occasional
60,3,709.38,0,Regular
19,3,635.41,0,Regular
66,2,725.18,0,Regular
88,1,620.4,0,Regular
250,1,535.34,1,Occasional
3,6,2424.94,0,Regular
247,1,175.2,1,Occasional
9,11,3799.4900000000002,0,Regular
157,3,734.13,1,Occasional
134,1,375.0,0,Regular
296,1,76.32000000000001,1,Occasional
5,2,280.52,0,Regular
43,5,2053.02,0,Regular
269,1,1829.04,1,Occasional
50,5,1824.23,0,Regular
9,9,3122.04,0,Regular
16,3,656.69,0,Regular
282,1,348.2,1,Occasional
65,2,1025.44,0,Regular
2,19,5575.56,3,High-Value
252,1,37.4,1,Occasional
232,2,856.6,1,Occasional
17,3,822.48,0,Regular
11,27,3787.6,3,High-Value
8,4,1822.97,0,Regular
51,6,1885.05,0,Regular
59,1,73.2,0,Regular
95,5,1140.21,0,Regular
16,6,1418.32,0,Regular
126,3,1009.5500000000001,0,Regular
94,4,1037.59,0,Regular
50,1,331.95,0,Regular
138,1,197.9,0,Regular
61,1,215.83,0,Regular
100,8,10254.18,0,Regular
73,1,305.54,0,Regular
72,4,6617.65,0,Regular
67,1,338.71000000000004,0,Regular
64,6,1158.79,0,Regular
17,2,529.41,0,Regular
23,12,4006.94,0,Regular
32,15,6911.4400000000005,3,High-Value
45,4,981.86,0,Regular
16,2,215.48,0,Regular
40,1,215.08,0,Regular
3,13,5180.52,0,Regular
237,1,314.45,1,Occasional
75,1,400.68100000000004,0,Regular
4,2,1080.6200000000001,0,Regular
3,4,1863.47,0,Regular
361,1,365.27,1,Occasional
59,4,592.9,0,Regular
23,1,405.71,0,Regular
31,4,761.38,0,Regular
55,4,537.0600000000001,0,Regular
25,1,394.38,0,Regular
45,2,664.26,0,Regular
89,5,2262.62,0,Regular
2,18,21086.3,3,High-Value
89,1,547.02,0,Regular
19,2,690.34,0,Regular
79,1,159.0,0,Regular
171,3,1062.75,1,Occasional
81,1,242.35,0,Regular
267,1,914.9300000000001,1,Occasional
235,2,304.25,1,Occasional
30,7,3084.68,0,Regular
37,3,864.86,0,Regular
318,1,846.72,1,Occasional
57,4,1295.3,0,Regular
45,5,1096.32,0,Regular
203,3,255.12,1,Occasional
225,1,314.22,1,Occasional
87,2,1010.6,0,Regular
190,2,542.03,1,Occasional
44,4,990.88,0,Regular
71,3,536.6800000000001,0,Regular
41,5,867.31,0,Regular
78,1,432.2,0,Regular
57,2,414.2,0,Regular
24,2,3718.8,0,Regular
10,13,2607.87,0,Regular
8,7,3603.21,0,Regular
34,2,409.1,0,Regular
212,2,1522.75,1,Occasional
24,3,1413.66,0,Regular
170,1,114.56,1,Occasional
62,1,152.94,0,Regular
53,5,1800.07,0,Regular
261,2,389.44,1,Occasional
67,2,3683.86,0,Regular
17,8,2619.91,0,Regular
267,1,752.4300000000001,1,Occasional
177,1,46.95,1,Occasional
45,5,5203.51,0,Regular
51,1,1035.45,0,Regular
17,4,746.83,0,Regular
9,9,5447.0,0,Regular
74,7,861.89,0,Regular
71,2,667.65,0,Regular
353,1,1141.24,1,Occasional
3,5,1429.24,0,Regular
117,1,411.7,0,Regular
373,1,357.95,1,Occasional
197,1,559.87,1,Occasional
177,1,810.6000000000001,1,Occasional
100,1,566.38,0,Regular
21,3,1509.58,0,Regular
72,1,2062.06,0,Regular
340,1,168.3,1,Occasional
6,5,1570.81,0,Regular
31,2,823.97,0,Regular
170,1,142.5,1,Occasional
122,1,302.25,0,Regular
22,10,2248.9900000000002,0,Regular
10,4,1328.55,0,Regular
269,1,301.9,1,Occasional
23,3,598.2,0,Regular
127,1,233.22,0,Regular
26,3,5360.63,0,Regular
139,1,361.21999999999997,0,Regular
214,6,632.27,1,Occasional
38,4,2560.0,0,Regular
106,2,706.57,0,Regular
18,2,616.26,0,Regular
3,2,274.15000000000003,0,Regular
331,1,226.37,1,Occasional
64,8,2938.91,0,Regular
120,3,1341.65,0,Regular
35,1,328.15,0,Regular
218,1,404.40000000000003,1,Occasional
172,2,1038.46,1,Occasional
72,5,373.65000000000003,0,Regular
1,2,326.75,0,Regular
196,1,207.50000000000003,1,Occasional
128,3,428.68,0,Regular
47,3,594.24,0,Regular
6,14,3110.96,0,Regular
14,6,3844.22,0,Regular
18,3,251.91,0,Regular
28,7,1593.2,0,Regular
8,22,26626.8,3,High-Value
37,1,151.05,0,Regular
157,1,214.79999999999998,1,Occasional
284,1,109.95,1,Occasional
107,1,549.07,0,Regular
25,4,1971.87,0,Regular
75,4,322.41,0,Regular
16,2,370.47999999999996,0,Regular
158,1,101.10000000000001,1,Occasional
44,1,575.41,0,Regular
11,2,887.65,0,Regular
32,7,1469.45,0,Regular
291,1,53.5,1,Occasional
21,4,1116.47,0,Regular
333,1,153.9,1,Occasional
18,2,494.44,0,Regular
4,23,6675.71,3,High-Value
63,2,395.8,0,Regular
198,3,211.77,1,Occasional
33,3,658.88,0,Regular
1,4,2027.5,0,Regular
7,9,1750.92,0,Regular
5,6,3512.53,0,Regular
10,4,896.66,0,Regular
32,5,734.77,0,Regular
53,1,109.36000000000001,0,Regular
12,2,707.04,0,Regular
18,9,1540.42,0,Regular
19,1,327.3,0,Regular
37,2,804.49,0,Regular
2,2,497.43,0,Regular
18,3,1553.66,0,Regular
82,4,1320.56,0,Regular
33,2,367.93,0,Regular
66,2,473.03000000000003,0,Regular
9,2,987.01,0,Regular
267,1,676.2,1,Occasional
247,3,362.95,1,Occasional
4,4,2157.4,0,Regular
61,1,1780.59,0,Regular
75,2,668.36,0,Regular
90,2,584.5,0,Regular
60,3,555.89,0,Regular
29,2,317.2,0,Regular
323,1,94.36,1,Occasional
53,4,1382.07,0,Regular
270,1,221.19,1,Occasional
2,13,3046.21,0,Regular
57,5,1555.34,0,Regular
61,5,1486.9,0,Regular
154,2,1705.8,1,Occasional
19,2,408.57,0,Regular
95,1,303.93,0,Regular
1,12,4098.32,0,Regular
265,2,299.6,1,Occasional
312,1,177.5,1,Occasional
70,1,443.05,0,Regular
302,2,167.25,1,Occasional
19,1,163.07,0,Regular
13,10,2126.93,0,Regular
36,5,2028.88,0,Regular
19,2,214.65,0,Regular
54,1,151.83,0,Regular
57,1,262.2,0,Regular
22,2,126.25,0,Regular
44,1,210.35,0,Regular
27,3,1051.4,0,Regular
45,3,675.27,0,Regular
113,6,972.23,0,Regular
17,51,34684.4,3,High-Value
25,1,346.12,0,Regular
191,1,133.56,1,Occasional
302,1,302.7,1,Occasional
2,10,1908.25,0,Regular
263,2,241.06,1,Occasional
106,1,284.55,0,Regular
57,1,300.85,0,Regular
213,3,642.81,1,Occasional
64,1,287.4,0,Regular
28,1,184.26,0,Regular
29,7,1522.25,0,Regular
6,5,798.35,0,Regular
8,5,3640.67,0,Regular
67,2,381.2,0,Regular
2,3,616.79,0,Regular
46,4,654.67,0,Regular
34,1,230.51,0,Regular
1,2,168472.5,2,High-Value
136,1,259.01,0,Regular
198,1,188.89000000000001,1,Occasional
198,2,707.69,1,Occasional
150,1,311.92,1,Occasional
88,1,266.97,0,Regular
45,2,6.9,0,Regular
64,7,1841.18,0,Regular
99,5,2158.37,0,Regular
218,1,208.36,1,Occasional
3,18,3482.7400000000002,3,High-Value
28,3,814.72,0,Regular
178,1,151.42,1,Occasional
74,3,136.0,0,Regular
21,4,1422.4,0,Regular
20,3,1314.68,0,Regular
34,7,1603.46,0,Regular
74,1,74.9,0,Regular
24,4,650.43,0,Regular
52,4,762.39,0,Regular
275,1,223.95000000000002,1,Occasional
165,3,316.11,1,Occasional
7,7,1871.5,0,Regular
88,4,544.3,0,Regular
64,7,2494.46,0,Regular
25,3,331.0,0,Regular
10,2,300.83,0,Regular
76,1,769.29,0,Regular
16,1,220.62,0,Regular
192,1,139.35,1,Occasional
174,2,404.3,1,Occasional
77,1,363.65,0,Regular
33,3,498.8,0,Regular
47,1,731.5,0,Regular
80,4,1351.63,0,Regular
297,1,826.53,1,Occasional
3,3,684.41,0,Regular
9,3,1599.52,0,Regular
50,6,2965.69,0,Regular
161,2,100.97,1,Occasional
360,2,365.45,1,Occasional
5,6,400.86,0,Regular
107,4,1431.93,0,Regular
25,1,484.38,0,Regular
32,1,777.6,0,Regular
20,2,90.30000000000001,0,Regular
297,1,363.7,1,Occasional
372,1,248.1,1,Occasional
22,3,950.26,0,Regular
5,4,874.59,0,Regular
52,5,1627.13,0,Regular
30,1,101.69999999999999,0,Regular
277,1,162.7,1,Occasional
61,2,484.32,0,Regular
25,2,215.07999999999998,0,Regular
186,3,1046.57,1,Occasional
2,21,9418.470000000001,3,High-Value
2,26,13027.45,3,High-Value
172,1,290.36,1,Occasional
81,1,228.06,0,Regular
4,1,244.41,0,Regular
190,1,455.25,1,Occasional
22,7,1244.59,0,Regular
18,3,6748.8,0,Regular
19,3,1095.56,0,Regular
5,1,593.75,0,Regular
110,1,548.97,0,Regular
3,4,1388.81,0,Regular
54,1,119.62,0,Regular
165,1,339.3,1,Occasional
291,2,787.15,1,Occasional
10,10,4154.64,0,Regular
109,5,2298.97,0,Regular
96,3,922.12,0,Regular
243,2,379.73,1,Occasional
163,12,5719.82,0,Regular
42,3,837.1,0,Regular
35,2,285.89,0,Regular
67,7,3313.79,0,Regular
24,2,281.85,0,Regular
1,20,8338.49,3,High-Value
27,2,841.41,0,Regular
6,2,511.12,0,Regular
54,1,1077.74,0,Regular
364,1,173.7,1,Occasional
15,5,614.66,0,Regular
194,2,865.6,1,Occasional
3,1,124.2,0,Regular
15,10,3738.4,0,Regular
27,3,1421.69,0,Regular
127,3,1009.6,0,Regular
85,2,663.61,0,Regular
71,1,451.44,0,Regular
183,1,105.84,1,Occasional
113,1,313.62,0,Regular
374,1,233.45,1,Occasional
80,2,936.08,0,Regular
249,1,463.95,1,Occasional
232,1,225.15,1,Occasional
71,3,459.24,0,Regular
69,1,213.5,0,Regular
4,16,4113.68,3,High-Value
51,3,330.03,0,Regular
75,1,181.09,0,Regular
61,1,360.16,0,Regular
16,2,250.15,0,Regular
4,1,90.04,0,Regular
286,1,145.04999999999998,1,Occasional
4,6,813.52,0,Regular
41,1,244.79999999999998,0,Regular
36,1,528.08,0,Regular
75,2,482.47,0,Regular
18,14,3347.71,0,Regular
15,7,5493.46,0,Regular
219,1,75.66,1,Occasional
186,1,129.49,1,Occasional
33,4,1187.66,0,Regular
70,1,618.59,0,Regular
183,1,506.19,1,Occasional
15,2,500.42,0,Regular
236,1,151.85,1,Occasional
31,5,2647.59,0,Regular
264,1,226.21,1,Occasional
4,2,178.96,0,Regular
52,4,813.48,0,Regular
246,1,129.45,1,Occasional
81,2,810.5699999999999,0,Regular
275,1,333.08,1,Occasional
1,17,4413.1,3,High-Value
79,1,322.8,0,Regular
30,5,2188.05,0,Regular
74,2,417.73,0,Regular
17,6,2883.1,0,Regular
223,2,217.9,1,Occasional
32,4,1154.47,0,Regular
23,10,1680.72,0,Regular
31,3,1257.51,0,Regular
106,1,231.10000000000002,0,Regular
5,2,688.33,0,Regular
246,1,487.51,1,Occasional
178,2,833.78,1,Occasional
170,2,214.06,1,Occasional
43,1,290.65999999999997,0,Regular
72,1,518.42,0,Regular
59,7,6773.97,0,Regular
16,2,1212.66,0,Regular
141,4,601.27,0,Regular
18,6,3794.52,0,Regular
22,15,8625.8,3,High-Value
10,4,933.62,0,Regular
368,1,123.24,1,Occasional
189,1,39.12,1,Occasional
16,4,1267.6499999999999,0,Regular
362,1,135.39999999999998,1,Occasional
19,1,118.98,0,Regular
68,2,570.13,0,Regular
15,6,306.71999999999997,0,Regular
24,3,1374.8700000000001,0,Regular
17,11,4095.9,0,Regular
28,3,1692.27,0,Regular
2,20,8134.9400000000005,3,High-Value
55,2,319.61,0,Regular
34,4,1592.1200000000001,0,Regular
3,12,3109.99,0,Regular
366,1,129.75,1,Occasional
43,1,183.7,0,Regular
73,6,1770.34,0,Regular
5,5,1028.0,0,Regular
4,28,66653.56,3,High-Value
61,2,324.24,0,Regular
47,7,3062.83,0,Regular
1,4,1260.86,0,Regular
76,2,422.59999999999997,0,Regular
72,2,225.57999999999998,0,Regular
256,2,1276.0,1,Occasional
69,2,482.01,0,Regular
135,4,657.9000000000001,0,Regular
241,1,112.75,1,Occasional
227,2,1998.0,1,Occasional
9,13,5076.55,0,Regular
9,13,5398.3,0,Regular
1,20,14034.99,3,High-Value
37,3,531.35,0,Regular
46,1,656.63,0,Regular
85,5,3029.87,0,Regular
19,10,2483.04,0,Regular
3,5,1651.03,0,Regular
9,11,3645.43,0,Regular
19,15,6923.13,3,High-Value
219,3,1161.53,1,Occasional
78,1,301.71999999999997,0,Regular
267,2,901.2,1,Occasional
24,6,3858.38,0,Regular
369,1,623.75,1,Occasional
15,7,1790.42,0,Regular
26,1,155.24,0,Regular
262,1,292.47,1,Occasional
17,13,4730.81,0,Regular
91,2,589.15,0,Regular
302,7,781.02,1,Occasional
26,5,1382.02,0,Regular
364,1,272.82,1,Occasional
46,4,1054.67,0,Regular
38,21,7239.92,3,High-Value
52,3,743.11,0,Regular
32,1,603.75,0,Regular
52,3,650.51,0,Regular
79,5,2300.56,0,Regular
53,1,417.59999999999997,0,Regular
298,1,3.75,1,Occasional
177,1,323.0,1,Occasional
47,1,464.9,0,Regular
29,7,2238.09,0,Regular
11,7,1304.76,0,Regular
87,17,7194.3,3,High-Value
5,18,6697.66,3,High-Value
38,2,836.06,0,Regular
18,5,1515.9,0,Regular
45,5,623.93,0,Regular
31,1,1764.72,0,Regular
373,1,207.5,1,Occasional
58,1,223.92000000000002,0,Regular
372,1,2002.4,1,Occasional
114,3,1496.83,0,Regular
215,1,239.4,1,Occasional
319,1,106.83000000000001,1,Occasional
65,1,369.34000000000003,0,Regular
8,3,789.79,0,Regular
97,1,316.62,0,Regular
20,3,1501.38,0,Regular
199,1,611.85,1,Occasional
4,13,2799.25,0,Regular
294,1,34.0,1,Occasional
273,2,1145.6,1,Occasional
31,11,5580.6,0,Regular
48,3,478.09000000000003,0,Regular
260,1,380.39,1,Occasional
58,5,770.1,0,Regular
33,5,2246.81,0,Regular
57,1,171.59,0,Regular
68,4,661.52,0,Regular
10,11,1695.66,0,Regular
60,1,388.28,0,Regular
80,2,226.35,0,Regular
74,2,245.94,0,Regular
2,22,10629.720000000001,3,High-Value
100,2,425.19,0,Regular
372,1,311.25,1,Occasional
10,13,2279.9,0,Regular
20,1,107.6,0,Regular
123,2,597.48,0,Regular
8,1,80.8,0,Regular
4,6,1545.6200000000001,0,Regular
29,7,1721.78,0,Regular
282,2,110.38000000000001,1,Occasional
57,1,243.84,0,Regular
1,10,1222.71,0,Regular
365,1,414.88,1,Occasional
89,1,305.62,0,Regular
11,1,1201.49,0,Regular
163,4,1619.73,1,Occasional
65,1,332.3,0,Regular
23,3,536.99,0,Regular
174,2,460.59,1,Occasional
103,4,801.49,0,Regular
143,3,1121.59,0,Regular
99,2,288.42,0,Regular
23,5,914.69,0,Regular
192,1,309.54,1,Occasional
5,2,547.07,0,Regular
361,1,479.35,1,Occasional
8,10,1692.98,0,Regular
14,21,6509.1,3,High-Value
103,4,417.06,0,Regular
3,9,1604.75,0,Regular
11,11,3349.57,0,Regular
96,1,497.61,0,Regular
227,1,358.38,1,Occasional
16,2,460.64,0,Regular
39,2,775.1800000000001,0,Regular
51,1,341.7,0,Regular
93,2,128.5,0,Regular
157,1,197.22,1,Occasional
39,1,325.91,0,Regular
184,3,199.15,1,Occasional
1,4,1106.53,0,Regular
228,1,413.46,1,Occasional
128,2,180.85,0,Regular
40,2,251.87,0,Regular
31,11,3170.98,0,Regular
197,2,588.85,1,Occasional
9,34,16594.35,3,High-Value
37,6,1869.82,0,Regular
101,3,1264.19,0,Regular
43,16,10196.57,3,High-Value
50,1,214.32,0,Regular
43,1,193.44,0,Regular
53,1,281.42,0,Regular
187,1,124.57,1,Occasional
334,1,332.41,1,Occasional
4,3,342.45,0,Regular
10,2,144.91000000000003,0,Regular
24,2,328.4,0,Regular
15,1,35.400000000000006,0,Regular
369,1,375.69000000000005,1,Occasional
145,2,747.81,1,Occasional
60,2,173.76,0,Regular
31,2,502.8,0,Regular
141,3,207.73999999999998,0,Regular
23,4,825.42,0,Regular
22,6,2812.34,0,Regular
77,3,680.02,0,Regular
5,6,7123.62,0,Regular
67,5,2095.53,0,Regular
12,6,853.72,0,Regular
84,1,13.3,0,Regular
31,7,1519.08,0,Regular
67,1,432.0,0,Regular
67,3,705.12,0,Regular
187,2,276.73,1,Occasional
38,2,429.84000000000003,0,Regular
15,3,471.51,0,Regular
35,1,194.88,0,Regular
195,3,1578.67,1,Occasional
2,5,809.7,0,Regular
1,5,525.54,0,Regular
367,1,145.93,1,Occasional
65,1,219.14,0,Regular
299,2,289.78,1,Occasional
26,3,508.81,0,Regular
8,6,1281.56,0,Regular
17,3,887.11,0,Regular
116,1,1706.88,0,Regular
29,1,373.24,0,Regular
4,16,3754.27,3,High-Value
5,7,3102.43,0,Regular
82,4,579.77,0,Regular
29,5,981.65,0,Regular
72,1,379.14,0,Regular
4,8,1510.06,0,Regular
29,11,2575.38,0,Regular
290,1,113.44,1,Occasional
36,1,208.46,0,Regular
9,6,621.6800000000001,0,Regular
24,2,576.26,0,Regular
277,1,391.52,1,Occasional
50,6,1068.82,0,Regular
156,11,2596.45,0,Regular
61,1,169.79,0,Regular
12,19,7247.61,3,High-Value
21,3,846.75,0,Regular
371,1,230.25,1,Occasional
116,3,543.05,0,Regular
80,17,2847.6,3,High-Value
4,7,1295.39,0,Regular
26,3,380.55,0,Regular
5,21,4604.22,3,High-Value
53,1,161.94,0,Regular
1,2,563.23,0,Regular
55,2,950.9300000000001,0,Regular
26,1,262.68,0,Regular
9,4,2736.38,0,Regular
52,3,3049.88,0,Regular
13,9,1920.59,0,Regular
212,3,816.73,1,Occasional
22,19,4345.5,3,High-Value
236,1,406.48,1,Occasional
139,3,435.02,0,Regular
4,6,1286.27,0,Regular
57,3,1178.56,0,Regular
135,3,1277.75,0,Regular
109,2,167.61,0,Regular
30,1,20.8,0,Regular
1,9,2085.08,0,Regular
185,4,518.67,1,Occasional
18,1,308.74,0,Regular
239,2,416.64,1,Occasional
87,1,117.35000000000001,0,Regular
39,3,507.05,0,Regular
116,1,234.17,0,Regular
187,1,110.55000000000001,1,Occasional
227,1,201.19,1,Occasional
8,7,2154.97,0,Regular
189,1,319.02,1,Occasional
4,2,439.43,0,Regular
39,3,650.41,0,Regular
38,1,357.21,0,Regular
267,1,251.51999999999998,1,Occasional
78,1,344.33,0,Regular
4,6,1852.0,0,Regular
255,2,1078.96,1,Occasional
61,1,384.06,0,Regular
13,7,1931.25,0,Regular
88,2,4481.35,0,Regular
17,10,5464.12,0,Regular
30,2,1873.2,0,Regular
3,7,1625.05,0,Regular
5,1,126.12,0,Regular
7,6,1133.25,0,Regular
219,1,179.0,1,Occasional
11,5,1614.31,0,Regular
30,6,1456.96,0,Regular
288,3,702.0,1,Occasional
150,4,295.0,1,Occasional
23,2,484.82,0,Regular
1,11,3989.57,0,Regular
86,3,1493.73,0,Regular
46,2,1412.94,0,Regular
5,4,781.78,0,Regular
51,6,889.9300000000001,0,Regular
18,1,195.36,0,Regular
30,1,270.9,0,Regular
8,3,586.33,0,Regular
29,3,1842.56,0,Regular
3,20,8694.26,3,High-Value
41,2,920.1,0,Regular
11,4,1272.61,0,Regular
31,1,71.0,0,Regular
45,3,95.85,0,Regular
61,3,357.77,0,Regular
185,2,154.82999999999998,1,Occasional
79,6,890.29,0,Regular
111,2,716.0,0,Regular
64,1,146.87,0,Regular
12,2,380.35,0,Regular
86,3,1030.14,0,Regular
16,3,745.52,0,Regular
246,2,433.53000000000003,1,Occasional
88,1,1267.32,0,Regular
30,1,112.4,0,Regular
138,1,449.73,0,Regular
27,3,1081.57,0,Regular
3,5,1044.3799999999999,0,Regular
32,4,1735.18,0,Regular
25,1,948.48,0,Regular
113,3,339.44,0,Regular
157,1,642.02,1,Occasional
85,3,1100.9,0,Regular
118,3,925.35,0,Regular
3,9,5659.9800000000005,0,Regular
96,6,3228.84,0,Regular
194,1,247.14000000000001,1,Occasional
28,1,413.75,0,Regular
131,1,498.48,0,Regular
28,5,1356.33,0,Regular
82,3,1179.89,0,Regular
30,5,3095.04,0,Regular
266,1,234.24,1,Occasional
74,11,5232.2300000000005,0,Regular
314,4,538.37,1,Occasional
21,7,1461.14,0,Regular
59,3,859.35,0,Regular
12,21,4552.14,3,High-Value
28,9,2709.7000000000003,0,Regular
114,1,312.14,0,Regular
28,9,2429.03,0,Regular
18,4,1446.09,0,Regular
18,4,834.12,0,Regular
36,3,841.0799999999999,0,Regular
36,2,378.2,0,Regular
78,1,118.80000000000001,0,Regular
22,2,287.62,0,Regular
25,2,290.16,0,Regular
33,2,2003.85,0,Regular
109,3,1405.78,0,Regular
35,2,2949.75,0,Regular
123,5,1566.65,0,Regular
7,6,2050.08,0,Regular
28,4,1991.01,0,Regular
4,7,2043.95,0,Regular
3,9,3827.76,0,Regular
50,4,1777.78,0,Regular
322,1,302.0,1,Occasional
23,3,1324.16,0,Regular
15,4,1022.13,0,Regular
2,8,954.42,0,Regular
18,2,971.74,0,Regular
10,4,1621.73,0,Regular
262,1,25.5,1,Occasional
159,2,665.78,1,Occasional
33,6,10815.43,0,Regular
29,6,885.04,0,Regular
165,1,163.29999999999998,1,Occasional
47,1,248.61,0,Regular
6,8,808.62,0,Regular
8,3,837.5,0,Regular
288,1,116.19999999999999,1,Occasional
318,1,157.02,1,Occasional
3,2,606.91,0,Regular
233,1,307.46,1,Occasional
119,1,138.32,0,Regular
162,1,345.29999999999995,1,Occasional
185,1,298.89,1,Occasional
50,1,259.35,0,Regular
152,5,1004.75,1,Occasional
335,1,157.09,1,Occasional
5,5,2463.17,0,Regular
16,7,4892.240000000001,0,Regular
107,2,425.0,0,Regular
16,7,1139.73,0,Regular
276,1,380.5,1,Occasional
16,12,10668.47,3,High-Value
247,1,465.32,1,Occasional
239,1,579.0,1,Occasional
1,2,984.57,0,Regular
106,3,749.78,0,Regular
23,4,1714.59,0,Regular
52,1,124.88,0,Regular
195,3,1689.5,1,Occasional
24,1,213.78,0,Regular
75,1,329.34,0,Regular
18,2,251.70000000000002,0,Regular
8,2,319.0,0,Regular
32,3,1266.97,0,Regular
22,3,1538.88,0,Regular
31,6,3518.03,0,Regular
29,10,1715.46,0,Regular
22,2,293.1,0,Regular
33,7,2467.35,0,Regular
284,1,158.68,1,Occasional
39,2,206.34,0,Regular
58,2,835.78,0,Regular
289,1,224.91,1,Occasional
79,1,317.76,0,Regular
5,8,3766.6,0,Regular
218,1,59.9,1,Occasional
44,4,1443.69,0,Regular
202,1,306.13,1,Occasional
178,3,711.79,1,Occasional
56,4,796.03,0,Regular
57,2,239.92000000000002,0,Regular
8,6,3347.31,0,Regular
47,2,144.0,0,Regular
227,1,203.95,1,Occasional
11,7,2474.23,0,Regular
106,2,384.40000000000003,0,Regular
59,2,444.74,0,Regular
28,7,2095.13,0,Regular
36,7,1699.3000000000002,0,Regular
274,2,262.62,1,Occasional
30,1,1013.01,0,Regular
24,3,692.22,0,Regular
54,1,342.63,0,Regular
36,6,3563.85,0,Regular
175,4,1564.56,1,Occasional
54,1,384.08,0,Regular
53,1,204.24,0,Regular
27,8,2317.2200000000003,0,Regular
253,1,226.85,1,Occasional
40,7,2781.23,0,Regular
60,6,1069.1200000000001,0,Regular
234,1,113.5,1,Occasional
4,10,1960.72,0,Regular
32,1,114.23,0,Regular
24,14,3198.25,0,Regular
7,2,335.13,0,Regular
65,1,354.15,0,Regular
310,2,426.79,1,Occasional
309,1,393.49,1,Occasional
19,6,939.32,0,Regular
16,8,1906.09,0,Regular
96,2,318.76,0,Regular
264,8,3638.41,1,Occasional
12,10,3174.32,0,Regular
3,2,421.52,0,Regular
35,1,190.88,0,Regular
183,1,149.89000000000001,1,Occasional
25,2,550.06,0,Regular
13,6,916.13,0,Regular
11,2,314.69,0,Regular
3,17,3744.65,3,High-Value
313,1,382.5,1,Occasional
108,2,1135.04,0,Regular
1,26,8676.85,3,High-Value
53,1,954.9,0,Regular
205,1,171.45,1,Occasional
15,1,282.19,0,Regular
120,1,318.65,0,Regular
4,2,384.52,0,Regular
363,1,283.28000000000003,1,Occasional
117,2,353.86,0,Regular
18,1,178.26,0,Regular
5,2,272.44,0,Regular
41,2,298.41,0,Regular
107,2,240.0,0,Regular
148,2,603.37,1,Occasional
52,5,1253.3600000000001,0,Regular
208,1,63.440000000000005,1,Occasional
139,2,562.9,0,Regular
2,3,310.64,0,Regular
127,2,317.62,0,Regular
108,4,763.64,0,Regular
42,4,2148.63,0,Regular
35,1,111.97999999999999,0,Regular
228,2,1065.3500000000001,1,Occasional
241,1,246.04,1,Occasional
58,1,187.82999999999998,0,Regular
130,3,1703.41,0,Regular
60,6,1652.58,0,Regular
22,1,153.92,0,Regular
26,7,1064.11,0,Regular
9,7,1419.73,0,Regular
32,3,944.41,0,Regular
4,2,525.24,0,Regular
308,1,550.8000000000001,1,Occasional
8,9,1875.1100000000001,0,Regular
29,3,556.95,0,Regular
17,1,131.78,0,Regular
101,2,498.42,0,Regular
12,4,669.11,0,Regular
21,1,197.63,0,Regular
15,5,1135.63,0,Regular
361,1,250.04,1,Occasional
11,19,8631.31,3,High-Value
95,1,82.75,0,Regular
78,2,1384.85,0,Regular
139,3,644.3,0,Regular
31,1,2328.84,0,Regular
25,8,2527.92,0,Regular
2,38,6292.26,3,High-Value
46,3,2600.34,0,Regular
100,3,1200.6200000000001,0,Regular
8,2,700.86,0,Regular
15,7,921.07,0,Regular
18,4,990.23,0,Regular
280,1,96.8,1,Occasional
14,2,523.11,0,Regular
23,2,363.9,0,Regular
124,1,175.2,0,Regular
86,1,494.25,0,Regular
302,2,307.02,1,Occasional
151,4,2027.8700000000001,1,Occasional
17,8,6643.93,0,Regular
94,2,243.36,0,Regular
30,11,12353.29,3,High-Value
157,3,781.36,1,Occasional
355,1,193.64,1,Occasional
46,1,160.57,0,Regular
15,4,537.74,0,Regular
4,15,2676.56,3,High-Value
86,1,228.96,0,Regular
15,5,1159.52,0,Regular
179,1,110.75,1,Occasional
8,4,1286.07,0,Regular
36,3,587.15,0,Regular
129,2,1740.0,0,Regular
51,1,1393.06,0,Regular
312,1,178.22,1,Occasional
24,2,388.14,0,Regular
303,2,365.85,1,Occasional
11,1,127.86,0,Regular
17,3,585.79,0,Regular
49,3,488.2,0,Regular
239,2,312.23,1,Occasional
1,11,4481.18,0,Regular
13,8,4801.56,0,Regular
238,1,168.4,1,Occasional
23,8,1912.67,0,Regular
73,4,446.18,0,Regular
17,3,423.89,0,Regular
41,8,1342.68,0,Regular
40,4,646.92,0,Regular
219,2,495.77,1,Occasional
199,3,400.1,1,Occasional
71,2,203.2,0,Regular
24,20,4100.92,3,High-Value
11,1,404.66,0,Regular
9,29,20275.61,3,High-Value
65,1,65.4,0,Regular
4,1,199.29,0,Regular
19,2,336.4,0,Regular
15,1,261.11,0,Regular
8,6,2686.42,0,Regular
20,2,784.11,0,Regular
78,4,1259.56,0,Regular
1,34,31833.68,3,High-Value
164,2,508.8,1,Occasional
307,2,457.91,1,Occasional
219,1,203.86999999999998,1,Occasional
39,8,7330.8,0,Regular
22,2,696.41,0,Regular
115,3,653.38,0,Regular
126,5,2129.96,0,Regular
5,13,2633.85,0,Regular
36,1,281.62,0,Regular
4,15,31906.82,3,High-Value
